Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
2,12/06/2019,1,Banglore,CCU → BOM → BLR,18:55,19:50 13 Jun,24h 55m,1,In-flight meal not included,8529
1,3/03/2019,0,1,DEL → MAA → COK,06:05,09:25 04 Mar,27h 20m,1,No info,14042
2,24/05/2019,4,0,BLR → DEL,11:10,14:05,2h 55m,0,In-flight meal not included,4030
2,6/06/2019,1,Banglore,CCU → BOM → BLR,18:55,12:00 07 Jun,17h 5m,1,In-flight meal not included,10844
0,6/05/2019,1,Banglore,CCU → BLR,21:25,00:05 07 May,2h 40m,0,No info,4804
3,27/05/2019,0,1,DEL → BOM → COK,17:30,01:30 28 May,8h,1,In-flight meal not included,7308
0,12/05/2019,4,0,BLR → DEL,16:55,19:55,3h,0,No info,4823
2,24/06/2019,0,1,DEL → BOM → COK,09:00,12:35 25 Jun,27h 35m,1,In-flight meal not included,10262
2,27/05/2019,0,1,DEL → BOM → COK,20:55,04:25 28 May,7h 30m,1,In-flight meal not included,12898
1,12/03/2019,4,2,BLR → BOM → JDH → DEL,17:25,16:20 13 Mar,22h 55m,2,No info,12778
0,3/03/2019,0,1,DEL → BOM → COK,04:45,13:20,8h 35m,1,No info,14871
1,21/03/2019,0,1,DEL → UDR → BOM → COK,13:20,19:15 22 Mar,29h 55m,2,No info,8708
2,6/06/2019,1,Banglore,CCU → BOM → BLR,20:00,18:15 07 Jun,22h 15m,1,In-flight meal not included,10844
0,6/03/2019,2,3,BOM → HYD,05:45,07:05,1h 20m,0,No info,4129
0,18/05/2019,1,Banglore,CCU → BLR,21:25,00:05 19 May,2h 40m,0,No info,4804
2,6/05/2019,4,0,BLR → DEL,08:20,11:20,3h,0,No info,7229
2,21/03/2019,4,2,BLR → BOM → DEL,07:00,19:10,12h 10m,1,In-flight meal not included,7832
0,18/03/2019,3,4,MAA → CCU,09:30,12:05,2h 35m,0,No info,3859
3,6/06/2019,0,1,DEL → BOM → COK,07:30,19:15,11h 45m,1,No info,9001
1,9/05/2019,4,0,BLR → DEL,17:00,19:35,2h 35m,0,No info,4878
0,3/05/2019,2,3,BOM → HYD,02:35,04:05,1h 30m,0,No info,2754
1,27/06/2019,4,0,BLR → DEL,07:00,09:40,2h 40m,0,No info,4668
4,12/05/2019,1,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,No info,5216
2,6/06/2019,0,1,DEL → JAI → BOM → COK,05:30,04:25 07 Jun,22h 55m,2,In-flight meal not included,10368
0,9/03/2019,0,1,DEL → HYD → MAA → COK,06:40,21:20,14h 40m,2,No info,8146
2,27/03/2019,0,1,DEL → BOM → COK,13:00,04:25 28 Mar,15h 25m,1,No info,12242
2,15/03/2019,4,2,BLR → BOM → DEL,08:00,15:15,7h 15m,1,In-flight meal not included,9134
1,6/06/2019,0,1,DEL → HYD → MAA → COK,13:15,09:25 07 Jun,20h 10m,2,No info,10939
1,6/06/2019,0,1,DEL → GOI → BOM → COK,10:55,07:40 07 Jun,20h 45m,2,No info,11753
0,24/04/2019,1,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,No info,4174
2,21/05/2019,1,Banglore,CCU → BOM → BLR,20:00,19:50 22 May,23h 50m,1,In-flight meal not included,10844
2,3/06/2019,0,1,DEL → BOM → COK,16:00,19:00 04 Jun,27h,1,No info,14714
2,12/06/2019,1,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1,In-flight meal not included,9899
0,3/03/2019,0,1,DEL → BOM → COK,09:10,21:00,11h 50m,1,No info,14871
0,6/03/2019,3,4,MAA → CCU,13:20,15:35,2h 15m,0,No info,7295
1,6/06/2019,0,1,DEL → JAI → BOM → COK,18:45,19:15 07 Jun,24h 30m,2,No info,13465
0,21/05/2019,3,4,MAA → CCU,17:45,20:05,2h 20m,0,No check-in baggage included,3543
3,27/06/2019,0,1,DEL → BOM → COK,19:00,01:30 28 Jun,6h 30m,1,No info,7198
2,1/06/2019,0,1,DEL → BOM → COK,08:00,04:25 02 Jun,20h 25m,1,In-flight meal not included,10262
0,15/03/2019,1,Banglore,CCU → BLR,15:20,17:55,2h 35m,0,No info,4148
2,27/06/2019,4,0,BLR → DEL,15:15,18:10,2h 55m,0,No info,8016
2,9/06/2019,0,1,DEL → BOM → COK,22:50,04:25 10 Jun,5h 35m,1,In-flight meal not included,10262
0,15/06/2019,1,Banglore,CCU → BLR,14:55,17:25,2h 30m,0,No check-in baggage included,3841
2,12/03/2019,4,2,BLR → MAA → DEL,09:45,00:30 13 Mar,14h 45m,1,No info,11507
2,1/05/2019,1,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1,No info,14781
2,27/05/2019,0,1,DEL → BOM → COK,17:30,19:00 28 May,25h 30m,1,No info,16079
2,27/05/2019,0,1,DEL → BOM → COK,22:50,04:25 28 May,5h 35m,1,In-flight meal not included,12898
3,6/03/2019,0,1,DEL → BOM → COK,07:30,19:15,11h 45m,1,No info,15353
0,24/03/2019,4,2,BLR → DEL,18:25,21:20,2h 55m,0,No info,7303
0,24/03/2019,1,Banglore,CCU → MAA → BLR,15:05,20:45,5h 40m,1,No info,6197
1,9/06/2019,1,Banglore,CCU → BBI → BLR,09:10,13:15,4h 5m,1,No info,8996
0,21/03/2019,0,1,DEL → HYD → COK,14:20,22:20,8h,1,No info,6528
2,9/04/2019,4,0,BLR → DEL,20:55,23:40,2h 45m,0,No info,4239
0,12/03/2019,1,Banglore,CCU → BLR,20:25,23:05,2h 40m,0,No info,4148
0,24/05/2019,4,0,BLR → DEL,21:10,00:05 25 May,2h 55m,0,No info,3971
4,6/05/2019,1,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1,No info,5192
2,9/04/2019,0,1,DEL → AMD → BOM → COK,13:25,12:35 10 Apr,23h 10m,2,No info,9483
2,3/06/2019,0,1,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2,No info,18804
1,18/06/2019,0,1,DEL → COK,05:10,08:00,2h 50m,0,No info,5201
2,27/05/2019,0,1,DEL → BOM → COK,11:30,19:00,7h 30m,1,No info,16079
2,15/06/2019,4,0,BLR → DEL,19:50,22:50,3h,0,In-flight meal not included,7229
3,27/05/2019,0,1,DEL → BOM → COK,17:45,01:30 28 May,7h 45m,1,No info,6795
2,9/05/2019,1,Banglore,CCU → DEL → BLR,09:35,10:55 10 May,25h 20m,1,No info,10953
3,24/06/2019,0,1,DEL → IDR → BOM → COK,15:05,01:30 25 Jun,10h 25m,2,No info,15965
1,9/04/2019,0,1,DEL → JDH → BOM → COK,12:55,19:15 10 Apr,30h 20m,2,No info,9968
0,6/06/2019,1,Banglore,CCU → BLR,22:15,00:50 07 Jun,2h 35m,0,No info,4804
2,27/05/2019,0,1,DEL → BOM → COK,10:00,19:00,9h,1,No info,16079
2,12/06/2019,0,1,DEL → IDR → BOM → COK,21:25,12:35 13 Jun,15h 10m,2,In-flight meal not included,11507
1,9/06/2019,1,Banglore,CCU → BOM → COK → BLR,09:25,13:45 10 Jun,28h 20m,2,No info,11542
2,24/04/2019,4,0,BLR → DEL,17:45,20:45,3h,0,No info,7229
2,27/04/2019,4,0,BLR → DEL,06:00,08:45,2h 45m,0,In-flight meal not included,4544
0,15/05/2019,0,1,DEL → BLR → COK,05:10,10:05,4h 55m,1,No info,6496
0,15/06/2019,1,Banglore,CCU → BLR,21:25,00:05 16 Jun,2h 40m,0,No info,4804
1,01/03/2019,4,2,BLR → CCU → DEL,11:05,09:15 02 Mar,22h 10m,1,No info,13439
2,27/03/2019,0,1,DEL → BOM → COK,18:15,04:25 28 Mar,10h 10m,1,In-flight meal not included,6540
0,1/06/2019,4,0,BLR → DEL,23:30,02:20 02 Jun,2h 50m,0,No info,4591
0,18/03/2019,4,2,BLR → HYD → DEL,16:15,20:35,4h 20m,1,No info,4437
4,21/03/2019,0,1,DEL → BLR → COK,20:10,07:10 22 Mar,11h,1,No info,6151
2,21/06/2019,4,0,BLR → DEL,17:45,20:45,3h,0,In-flight meal not included,7754
2,24/06/2019,0,1,DEL → BOM → COK,14:00,12:35 25 Jun,22h 35m,1,In-flight meal not included,10262
2,9/06/2019,4,0,BLR → DEL,18:55,22:00,3h 5m,0,No info,8016
0,24/03/2019,1,Banglore,CCU → BLR,06:55,09:35,2h 40m,0,No check-in baggage included,4781
1,27/06/2019,4,0,BLR → DEL,11:30,14:20,2h 50m,0,No info,4668
1,06/03/2019,4,2,BLR → MAA → DEL,11:50,08:55 07 Mar,21h 5m,1,No info,14594
2,24/03/2019,1,Banglore,CCU → BOM → BLR,16:55,04:45 25 Mar,11h 50m,1,No info,14231
1,15/05/2019,0,1,DEL → TRV → COK,05:15,06:50 16 May,25h 35m,1,No info,8425
3,12/06/2019,0,1,DEL → HYD → COK,07:05,22:30,15h 25m,1,No info,9646
0,3/03/2019,3,4,MAA → CCU,14:40,17:05,2h 25m,0,No info,7295
4,9/04/2019,1,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1,No info,5162
0,09/03/2019,4,2,BLR → DEL,18:25,21:20,2h 55m,0,No info,6860
1,15/04/2019,0,1,DEL → COK,06:00,09:10,3h 10m,0,No info,6216
4,24/05/2019,1,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1,No info,5192
0,9/04/2019,4,0,BLR → DEL,20:00,22:50,2h 50m,0,No info,4823
0,3/04/2019,4,0,BLR → DEL,09:30,12:20,2h 50m,0,No check-in baggage included,3919
0,3/06/2019,2,3,BOM → HYD,19:05,20:35,1h 30m,0,No info,2754
3,9/05/2019,0,1,DEL → BOM → COK,07:30,19:00,11h 30m,1,No info,9315
3,27/03/2019,0,1,DEL → BOM → COK,10:00,18:50,8h 50m,1,No info,11667
2,12/06/2019,1,Banglore,CCU → BOM → BLR,08:25,04:40 13 Jun,20h 15m,1,In-flight meal not included,6224
1,24/03/2019,1,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 25 Mar,20h 10m,2,No info,13349
2,18/03/2019,4,2,BLR → BOM → DEL,16:55,09:00 16 Mar,16h 5m,1,In-flight meal not included,11087
3,6/03/2019,0,1,DEL → BOM → COK,13:00,01:35 07 Mar,12h 35m,1,No info,15603
2,9/05/2019,0,1,DEL → JAI → BOM → COK,19:30,12:35 10 May,17h 5m,2,No info,15129
0,9/04/2019,4,0,BLR → DEL,16:55,19:55,3h,0,No info,4823
1,1/05/2019,1,Banglore,CCU → DEL → BLR,07:10,22:40,15h 30m,1,No info,8452
3,6/06/2019,0,1,DEL → BOM → COK,07:30,19:00,11h 30m,1,No info,12524
0,27/03/2019,3,4,MAA → CCU,17:45,20:05,2h 20m,0,No info,3384
2,1/06/2019,0,1,DEL → BOM → COK,19:15,19:00 02 Jun,23h 45m,1,In-flight meal not included,10262
0,18/06/2019,2,3,BOM → HYD,13:15,14:45,1h 30m,0,No check-in baggage included,1965
0,18/05/2019,1,Banglore,CCU → BLR,22:15,00:50 19 May,2h 35m,0,No info,4804
2,27/05/2019,0,1,DEL → BOM → COK,18:15,19:00 28 May,24h 45m,1,No info,16079
2,1/06/2019,0,1,DEL → IDR → BOM → COK,21:25,19:00 02 Jun,21h 35m,2,No info,13292
4,9/05/2019,0,1,DEL → BLR → COK,07:55,13:25,5h 30m,1,No info,6751
1,15/05/2019,0,1,DEL → BOM → COK,07:00,19:15,12h 15m,1,No info,8669
0,3/03/2019,0,1,DEL → BOM → COK,17:30,01:35 04 Mar,8h 5m,1,No info,14871
2,21/05/2019,0,1,DEL → BOM → COK,14:00,19:00,5h,1,In-flight meal not included,12898
0,6/06/2019,4,0,BLR → DEL,09:30,12:20,2h 50m,0,No check-in baggage included,3919
3,1/03/2019,0,1,DEL → BOM → COK,12:50,19:15,6h 25m,1,No info,36983
0,3/06/2019,3,4,MAA → CCU,19:35,21:55,2h 20m,0,No info,3597
1,09/03/2019,4,2,BLR → DEL,17:00,19:45,2h 45m,0,No info,10741
1,6/06/2019,1,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 07 Jun,12h 45m,2,No info,11432
2,12/03/2019,4,2,BLR → BOM → DEL,18:55,10:45 13 Mar,15h 50m,1,In-flight meal not included,11087
2,3/06/2019,0,1,DEL → IDR → BOM → COK,09:35,12:35 04 Jun,27h,2,No info,13292
1,15/06/2019,0,1,DEL → RPR → NAG → BOM → COK,05:15,07:40 16 Jun,26h 25m,3,No info,10493
2,09/03/2019,4,2,BLR → DEL,07:45,10:40,2h 55m,0,No info,7631
1,6/06/2019,0,1,DEL → CCU → BOM → COK,06:50,07:40 07 Jun,24h 50m,2,No info,13381
2,6/06/2019,1,Banglore,CCU → BOM → BLR,20:00,04:40 07 Jun,8h 40m,1,No info,13731
1,21/05/2019,0,1,DEL → BHO → BOM → COK,05:55,07:40 22 May,25h 45m,2,No info,11911
0,18/04/2019,4,0,BLR → DEL,23:30,02:20 19 Apr,2h 50m,0,No info,4591
3,3/06/2019,0,1,DEL → BOM → COK,13:00,19:15,6h 15m,1,No info,14848
3,12/06/2019,0,1,DEL → BOM → COK,08:45,19:15,10h 30m,1,No info,8266
1,18/05/2019,0,1,DEL → HYD → BOM → COK,17:15,19:15 19 May,26h,2,No info,12392
2,12/06/2019,1,Banglore,CCU → BOM → BLR,18:55,12:00 13 Jun,17h 5m,1,No info,13044
2,21/05/2019,0,1,DEL → BOM → COK,07:05,04:25 22 May,21h 20m,1,In-flight meal not included,12898
2,21/03/2019,0,1,DEL → BOM → COK,22:50,04:25 22 Mar,5h 35m,1,No info,12242
0,18/05/2019,4,0,BLR → DEL,10:10,13:00,2h 50m,0,No info,3943
1,24/03/2019,1,Banglore,CCU → DEL → BLR,20:20,22:10 25 Mar,25h 50m,1,No info,11105
2,12/05/2019,1,Banglore,CCU → BOM → BLR,21:10,09:20 13 May,12h 10m,1,No info,14388
2,18/05/2019,0,1,DEL → JAI → BOM → COK,19:30,12:35 19 May,17h 5m,2,No info,13014
3,6/03/2019,0,1,DEL → BOM → COK,10:20,18:50,8h 30m,1,No info,15411
2,9/03/2019,0,1,DEL → BOM → COK,19:45,18:50 10 Mar,23h 5m,1,No info,16289
0,15/05/2019,0,1,DEL → HYD → COK,06:50,16:10,9h 20m,1,No info,6442
2,18/05/2019,1,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1,In-flight meal not included,10844
2,18/05/2019,2,3,BOM → HYD,10:20,11:50,1h 30m,0,No info,5678
0,12/04/2019,4,0,BLR → DEL,23:30,02:20 13 Apr,2h 50m,0,No info,6906
0,21/05/2019,3,4,MAA → CCU,09:45,12:00,2h 15m,0,No check-in baggage included,3543
2,6/06/2019,0,1,DEL → BOM → COK,09:00,19:00,10h,1,No info,14714
5,03/03/2019,4,2,BLR → DEL,16:00,18:35,2h 35m,0,No info,11793
3,15/05/2019,0,1,DEL → BOM → COK,11:30,19:15,7h 45m,1,No info,14323
0,9/04/2019,4,0,BLR → DEL,21:10,00:05 10 Apr,2h 55m,0,No info,3971
1,6/05/2019,1,Banglore,CCU → DEL → BLR,20:20,22:40 07 May,26h 20m,1,No info,8452
1,12/04/2019,4,0,BLR → DEL,07:00,09:40,2h 40m,0,No info,5403
3,9/05/2019,0,1,DEL → BOM → COK,10:00,21:00,11h,1,No info,13727
1,1/04/2019,1,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 02 Apr,19h 25m,2,No info,12639
2,18/04/2019,4,0,BLR → DEL,15:15,18:10,2h 55m,0,In-flight meal not included,5198
1,1/06/2019,4,0,BLR → DEL,19:30,22:15,2h 45m,0,No info,4878
2,18/05/2019,0,1,DEL → BOM → COK,19:45,19:00 19 May,23h 15m,1,In-flight meal not included,12373
3,3/03/2019,0,1,DEL → HYD → COK,07:10,16:10,9h,1,In-flight meal not included,8552
1,21/04/2019,0,1,DEL → COK,14:40,17:50,3h 10m,0,No info,6741
3,9/04/2019,0,1,DEL → BOM → COK,12:50,19:15,6h 25m,1,No info,6481
3,6/06/2019,0,1,DEL → BOM → COK,10:35,19:15,8h 40m,1,No info,7354
1,21/04/2019,4,0,BLR → DEL,21:05,23:55,2h 50m,0,No info,5228
2,12/05/2019,1,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1,In-flight meal not included,10844
0,18/05/2019,0,1,DEL → HYD → COK,06:50,12:10,5h 20m,1,No info,6347
1,15/03/2019,4,2,BLR → HYD → DEL,08:15,12:15,4h,1,No info,5013
2,9/06/2019,1,Banglore,CCU → BOM → BLR,18:55,04:40 10 Jun,9h 45m,1,In-flight meal not included,9663
0,6/04/2019,4,0,BLR → DEL,18:25,21:20,2h 55m,0,No info,4823
1,24/06/2019,0,1,DEL → CCU → BOM → COK,16:55,19:15 25 Jun,26h 20m,2,No info,13381
0,1/06/2019,3,4,MAA → CCU,09:45,12:00,2h 15m,0,No check-in baggage included,3543
2,15/05/2019,1,Banglore,CCU → BOM → BLR,18:55,04:40 16 May,9h 45m,1,In-flight meal not included,9663
2,1/04/2019,1,Banglore,CCU → BOM → BLR,18:55,19:50 02 Apr,24h 55m,1,In-flight meal not included,7064
2,9/06/2019,0,1,DEL → BOM → COK,07:05,19:00,11h 55m,1,In-flight meal not included,10262
1,1/06/2019,0,1,DEL → GOI → BOM → COK,10:55,19:15,8h 20m,2,No info,13013
2,27/06/2019,0,1,DEL → AMD → BOM → COK,19:10,12:35 28 Jun,17h 25m,2,No info,15339
2,18/04/2019,4,0,BLR → DEL,11:40,14:30,2h 50m,0,No info,4937
0,6/06/2019,0,1,DEL → HYD → COK,05:05,12:10,7h 5m,1,No info,6818
1,18/05/2019,0,1,DEL → GOI → BOM → COK,22:00,19:15 19 May,21h 15m,2,No info,10441
2,3/04/2019,0,1,DEL → BOM → COK,14:00,19:00,5h,1,In-flight meal not included,5177
0,27/06/2019,3,4,MAA → CCU,11:35,14:00,2h 25m,0,No info,3858
0,18/05/2019,1,Banglore,CCU → PNQ → BLR,21:00,02:15 19 May,5h 15m,1,No info,6534
3,15/06/2019,0,1,DEL → BOM → COK,10:20,01:30 16 Jun,15h 10m,1,No info,6795
3,3/06/2019,0,1,DEL → BOM → COK,07:30,19:15,11h 45m,1,No info,9736
2,1/05/2019,4,0,BLR → DEL,19:50,22:50,3h,0,No info,7229
0,24/04/2019,0,1,DEL → BLR → COK,17:55,22:50,4h 55m,1,No info,4957
0,09/03/2019,4,2,BLR → DEL,06:00,08:45,2h 45m,0,No info,7648
0,15/06/2019,1,Banglore,CCU → BLR,14:55,17:25,2h 30m,0,No info,3873
2,12/05/2019,1,Banglore,CCU → BOM → BLR,18:55,04:40 13 May,9h 45m,1,No info,14388
0,6/03/2019,1,Banglore,CCU → BLR,17:15,19:55,2h 40m,0,No info,5618
3,9/06/2019,0,1,DEL → BOM → COK,19:00,01:30 10 Jun,6h 30m,1,No info,7408
4,3/03/2019,0,1,DEL → BLR → COK,16:45,22:15,5h 30m,1,No info,13774
1,3/05/2019,4,0,BLR → DEL,07:00,09:40,2h 40m,0,No info,4668
2,21/03/2019,0,1,DEL → UDR → BOM → COK,18:20,04:25 23 Mar,34h 5m,2,No info,13082
1,3/06/2019,0,1,DEL → BOM → COK,03:50,19:15,15h 25m,1,No info,8669
0,24/06/2019,0,1,DEL → BOM → COK,16:00,01:30 25 Jun,9h 30m,1,No info,6316
2,6/03/2019,0,1,DEL → BOM → COK,22:20,04:25 07 Mar,6h 5m,1,In-flight meal not included,12583
1,09/03/2019,4,2,BLR → DEL,16:10,18:50,2h 40m,0,No info,7923
2,3/03/2019,0,1,DEL → BOM → COK,07:00,12:50,5h 50m,1,No info,7378
1,3/06/2019,4,0,BLR → DEL,19:30,22:15,2h 45m,0,No info,4878
2,18/05/2019,1,Banglore,CCU → BOM → BLR,16:30,19:50 19 May,27h 20m,1,In-flight meal not included,10844
2,3/04/2019,4,0,BLR → DEL,08:20,11:20,3h,0,No info,7229
0,21/05/2019,0,1,DEL → MAA → COK,06:05,11:20,5h 15m,1,No info,6297
2,12/06/2019,1,Banglore,CCU → BOM → BLR,20:00,12:00 13 Jun,16h,1,In-flight meal not included,8529
3,18/05/2019,0,1,DEL → BOM → COK,14:00,21:00,7h,1,No info,13727
0,24/05/2019,1,Banglore,CCU → PNQ → BLR,08:35,17:15,8h 40m,1,No info,6643
3,9/05/2019,0,1,DEL → BOM → COK,10:00,19:00,9h,1,No info,10197
0,21/04/2019,1,Banglore,CCU → BLR,22:20,00:40 22 Apr,2h 20m,0,No info,4911
0,6/03/2019,3,4,MAA → CCU,05:15,07:35,2h 20m,0,No info,6482
2,01/03/2019,4,2,BLR → BOM → DEL,08:55,15:15,6h 20m,1,No info,26890
0,18/05/2019,1,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1,No info,3717
0,1/06/2019,3,4,MAA → CCU,13:15,15:35,2h 20m,0,No info,3597
1,18/03/2019,4,2,BLR → CCU → GAU → DEL,11:05,22:10,11h 5m,2,No info,10846
1,01/03/2019,4,2,BLR → CCU → DEL,05:50,22:45,16h 55m,1,No info,14069
2,1/04/2019,0,1,DEL → BOM → COK,22:50,12:35 02 Apr,13h 45m,1,In-flight meal not included,5177
1,6/03/2019,0,1,DEL → NAG → BOM → COK,05:55,07:40 07 Mar,25h 45m,2,No info,14641
0,6/06/2019,0,1,DEL → HYD → COK,08:35,22:30,13h 55m,1,No info,6442
1,21/03/2019,0,1,DEL → BLR → COK,17:45,23:00,5h 15m,1,No info,5704
2,6/05/2019,1,Banglore,CCU → BOM → BLR,14:05,09:20 07 May,19h 15m,1,In-flight meal not included,9663
2,6/06/2019,0,1,DEL → BOM → COK,20:55,04:25 07 Jun,7h 30m,1,No info,14714
2,1/04/2019,0,1,DEL → BOM → COK,10:00,19:00,9h,1,In-flight meal not included,5406
1,15/05/2019,1,Banglore,CCU → DEL → BLR,20:20,20:20 16 May,24h,1,No info,8610
2,12/06/2019,0,1,DEL → BDQ → BOM → COK,18:25,12:35 13 Jun,18h 10m,2,No info,14237
0,9/06/2019,4,0,BLR → DEL,07:10,10:05,2h 55m,0,No info,4823
0,27/03/2019,2,3,BOM → HYD,20:05,21:35,1h 30m,0,No info,2227
2,18/05/2019,0,1,DEL → BOM → COK,07:05,04:25 19 May,21h 20m,1,In-flight meal not included,12373
1,6/06/2019,0,1,DEL → BOM → COK,13:00,19:15,6h 15m,1,No info,8372
2,3/03/2019,0,1,DEL → BOM → COK,13:55,04:25 04 Mar,14h 30m,1,No info,17024
1,27/05/2019,2,3,BOM → HYD,21:05,22:25,1h 20m,0,No info,3100
2,9/03/2019,0,1,DEL → BOM → COK,06:50,19:45,12h 55m,1,In-flight meal not included,14053
0,9/05/2019,3,4,MAA → CCU,05:15,07:40,2h 25m,0,No info,3540
1,21/05/2019,1,Banglore,CCU → DEL → BLR,20:20,18:50 22 May,22h 30m,1,No info,9345
2,1/06/2019,0,1,DEL → JAI → BOM → COK,05:30,04:25 02 Jun,22h 55m,2,In-flight meal not included,10368
2,01/03/2019,4,2,BLR → BOM → DEL,07:00,12:25,5h 25m,1,No info,26890
0,9/03/2019,2,3,BOM → HYD,08:50,10:15,1h 25m,0,No info,5755
2,21/03/2019,4,2,BLR → BOM → DEL,08:55,16:10,7h 15m,1,In-flight meal not included,7832
2,6/05/2019,1,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1,No info,14388
1,27/06/2019,0,1,DEL → HYD → MAA → COK,13:15,09:25 28 Jun,20h 10m,2,No info,8839
1,3/03/2019,0,1,DEL → GOI → BOM → COK,22:00,19:15 04 Mar,21h 15m,2,No info,22096
1,27/05/2019,3,4,MAA → CCU,07:05,09:20,2h 15m,0,No info,3687
3,15/05/2019,0,1,DEL → BOM → COK,08:30,19:00,10h 30m,1,No info,9627
3,21/03/2019,0,1,DEL → BOM → COK,11:30,01:35 22 Mar,14h 5m,1,No info,13542
0,27/04/2019,4,0,BLR → DEL,04:00,06:50,2h 50m,0,No info,4423
0,3/03/2019,0,1,DEL → HYD → MAA → COK,04:55,21:20,16h 25m,2,No info,8899
0,21/04/2019,0,1,DEL → MAA → COK,06:05,11:20,5h 15m,1,No info,5583
4,27/05/2019,0,1,DEL → BLR → COK,16:45,06:35 28 May,13h 50m,1,No info,6752
0,21/05/2019,3,4,MAA → CCU,08:20,10:35,2h 15m,0,No check-in baggage included,3543
2,21/03/2019,4,2,BLR → BOM → DEL,08:00,15:15,7h 15m,1,In-flight meal not included,7832
1,1/05/2019,1,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 02 May,27h 5m,2,No info,10991
2,27/05/2019,0,1,DEL → BOM → COK,09:00,12:35 28 May,27h 35m,1,In-flight meal not included,12898
2,27/05/2019,0,1,DEL → BOM → COK,14:00,19:00,5h,1,In-flight meal not included,12898
2,24/05/2019,4,0,BLR → DEL,11:40,14:30,2h 50m,0,No info,3398
1,24/04/2019,0,1,DEL → COK,05:10,08:00,2h 50m,0,No info,5201
1,6/05/2019,1,Banglore,CCU → DEL → COK → BLR,10:00,01:20 07 May,15h 20m,2,No info,13873
1,15/06/2019,0,1,DEL → BLR → COK,17:40,23:00,5h 20m,1,No info,7384
2,6/06/2019,0,1,DEL → BOM → COK,18:15,04:25 07 Jun,10h 10m,1,In-flight meal not included,10262
2,24/03/2019,1,Banglore,CCU → BOM → BLR,08:25,12:00 25 Mar,27h 35m,1,In-flight meal not included,10031
2,6/05/2019,1,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1,In-flight meal not included,12384
2,9/05/2019,1,Banglore,CCU → BOM → BLR,14:05,18:15 10 May,28h 10m,1,In-flight meal not included,7757
2,06/03/2019,4,2,BLR → BOM → DEL,21:25,11:25 07 Mar,14h,1,No info,17261
0,1/03/2019,3,4,MAA → CCU,09:30,12:05,2h 35m,0,No info,7298
2,6/04/2019,4,0,BLR → DEL,15:15,18:10,2h 55m,0,No info,7229
0,1/04/2019,1,Banglore,CCU → BLR,04:40,07:15,2h 35m,0,No info,4174
0,18/05/2019,1,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1,No info,5699
1,24/04/2019,1,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,No info,4880
1,6/03/2019,0,1,DEL → BOM → COK,08:00,19:15,11h 15m,1,No info,15284
2,24/03/2019,1,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1,No info,13759
1,24/03/2019,1,Banglore,CCU → DEL → BLR,09:55,18:45,8h 50m,1,No info,16092
0,9/03/2019,2,3,BOM → HYD,06:20,07:45,1h 25m,0,No info,4392
2,24/06/2019,0,1,DEL → BOM → COK,20:55,12:35 25 Jun,15h 40m,1,In-flight meal not included,10262
0,12/06/2019,1,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,No check-in baggage included,3841
2,1/06/2019,4,0,BLR → DEL,07:45,10:40,2h 55m,0,No info,5048
1,21/05/2019,1,Banglore,CCU → DEL → BLR,07:00,20:25,13h 25m,1,No info,11096
0,24/04/2019,0,1,DEL → HYD → COK,07:35,12:10,4h 35m,1,No info,5073
2,3/03/2019,0,1,DEL → BOM → COK,09:55,04:25 04 Mar,18h 30m,1,No info,19828
1,21/03/2019,3,4,MAA → CCU,07:05,09:20,2h 15m,0,No info,3739
1,9/03/2019,0,1,DEL → AMD → BOM → COK,05:00,19:15 10 Mar,38h 15m,2,No info,10598
2,15/06/2019,4,0,BLR → DEL,18:55,22:00,3h 5m,0,In-flight meal not included,7229
1,1/04/2019,1,Banglore,CCU → DEL → BLR,17:00,18:50 02 Apr,25h 50m,1,No info,8610
1,9/05/2019,0,1,DEL → COK,14:40,17:50,3h 10m,0,No info,6216
1,9/06/2019,4,0,BLR → DEL,13:20,16:10,2h 50m,0,No info,6961
2,6/05/2019,1,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1,In-flight meal not included,10703
